Species,Tag,QMC Reg.,Depth (m),Location,,
Acanthastrea echinata,F351,G74042,40,"Ribbon Reef 5, Great Barrier Reef",,CA denotes California Academy Sciences
Acropora abrolhosensis,AG26,G69754,38,"Bouganville Reef, Great Barrier Reef",,RP denotes registration pending
Acropora aculeus,DC7519,G69942,60,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC7409,G69943,60,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC7520,G69944,60,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC7409,G69945,60,"Osprey Reef, Coral Sea",,
Acropora aculeus,CS55,G63808,42,"E. Holmes Reef, Coral Sea",,
Acropora aculeus,F406,G65395,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora aculeus,F394,G65624,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora aculeus,DC945,G69832,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora aculeus,DC1031,G69840,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora aculeus,F66,G65393,40,"Mantis Reef, Great Barrier Reef",,
Acropora aculeus,F31,G65621,40,"Mantis Reef, Great Barrier Reef",,
Acropora aculeus,DC1770,G69866,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,FN91,G65128,40,"Tydeman Reef, Great Barrier Reef",,
Acropora aculeus,F155,G65394,40,"Tydeman Reef, Great Barrier Reef",,
Acropora aculeus,DC253,G69779,40,"E. Holmes Reef, Coral Sea",,
Acropora aculeus,FN17,G65150,40,"Lagoon Reef, Great Barrier Reef",,
Acropora aculeus,F83,G65391,40,"Lagoon Reef, Great Barrier Reef",,
Acropora aculeus,F86,G65392,40,"Lagoon Reef, Great Barrier Reef",,
Acropora aculeus,FN93,G65149,38,"Tydeman Reef, Great Barrier Reef",,
Acropora aculeus,DC2263,G69884,35,"Osprey Reef, Coral Sea",,
Acropora aculeus,CS77,G64778,34,"Flora Reef, Coral Sea",,
Acropora aculeus,DC1048,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora aculeus,DC1047,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora aculeus,DC1498,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC1499,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC1500,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC1533,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC1564,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC1615,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC1614,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC1701,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC1891,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC1892,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC1893,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC1894,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC1824,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC1992,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC1991,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC2044,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC2006,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC2043,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC2407,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC2404,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC2405,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC2406,CA,40,"Osprey Reef, Coral Sea",,
Acropora aculeus,DC2510,CA,40,"Great Detached Reef, Great Barrier Reef",,
Acropora aculeus,DC2584,CA,40,"Great Detached Reef, Great Barrier Reef",,
Acropora aculeus,DC3308,CA,40,"Yonge Reef, Great Barrier Reef",,
Acropora aculeus,DC3384,CA,40,"Yonge Reef, Great Barrier Reef",,
Acropora aculeus,DC3574,CA,40,"Yonge Reef, Great Barrier Reef",,
Acropora aculeus,DC3575,CA,40,"Yonge Reef, Great Barrier Reef",,
Acropora aculeus,DC410,CA,40,"Flinders Reef, Great Barrier Reef",,
Acropora aculeus,DC411,CA,40,"Flinders Reef, Great Barrier Reef",,
Acropora aculeus,DC413,CA,40,"Flinders Reef, Great Barrier Reef",,
Acropora aculeus,DC493,CA,40,"Flinders Reef, Great Barrier Reef",,
Acropora aculeus,DC494,CA,40,"Flinders Reef, Great Barrier Reef",,
Acropora aculeus,DC495,CA,40,"Flinders Reef, Great Barrier Reef",,
Acropora aculeus,DC496,CA,40,"Flinders Reef, Great Barrier Reef",,
Acropora aculeus,DC497,CA,40,"Flinders Reef, Great Barrier Reef",,
Acropora aculeus,DC888,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora aculeus,DC889,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora aculeus,DC978,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora aculeus,DC979,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora cf. aculeus ,DC1971,G69876,54,"Osprey Reef, Coral Sea",,
Acropora cf. aculeus ,DC1849,G69870,40,"Osprey Reef, Coral Sea",,
Acropora cf. aculeus ,DC2284,G69885,40,"Osprey Reef, Coral Sea",,
Acropora cf. aculeus ,248,G65623,40,"Tydeman Reef, Great Barrier Reef",,
Acropora cf. aculeus ,123,G65622,40,"Lagoon Reef, Great Barrier Reef",,
Acropora cf. aculeus ,DC492,G69798,40,"Flinders Reef, Great Barrier Reef",,
Acropora cf. aculeus ,DC499,G69800,40,"Flinders Reef, Great Barrier Reef",,
Acropora austera,AG20,G69751,40,"Bouganville Reef, Great Barrier Reef",,
Acropora carduus,DC1702,G69863,40,"Osprey Reef, Coral Sea",,
Acropora carduus,DC3454,G69912,40,"Great Detached Reef, Great Barrier Reef",,
Acropora caroliniana,DC1027,G67398,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora caroliniana,AG42,G69757,40,"Bouganville Reef, Great Barrier Reef",,
Acropora caroliniana,DC417,G69794,32,"Flinders Reef, Great Barrier Reef",,
Acropora cerealis,DC788,G69817,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora cerealis,FN89,G65121,40,"Mantis Reef, Great Barrier Reef",,
Acropora cerealis,DC 358,G66041,40,"Holmes Reef, Coral Sea",,
Acropora cerealis,DC3512,G69926,40,"Yonge Reef, Great Barrier Reef",,
Acropora cerealis,F337,G65402,40,"Yonge Reef, Great Barrier Reef",,
Acropora cerealis,DC3506,G69922,40,"Day Reef, Great Barrier Reef",,
Acropora cerealis,39,G63825,38,"E. Holmes Reef, Coral Sea",,
Acropora cerealis,DC1308,G69847,10,"Osprey Reef, Coral Sea",,
Acropora cerealis,DC1765,G69865,10,"Osprey Reef, Coral Sea",,
Acropora cerealis,DC1806,G69868,10,"Osprey Reef, Coral Sea",,
Acropora cerealis,DC2210,G69881,10,"Osprey Reef, Coral Sea",,
Acropora cerealis,DC532,G69803,10,"Flinders Reef, Great Barrier Reef",,
Acropora cerealis,DC536,G69804,10,"Flinders Reef, Great Barrier Reef",,
Acropora chesterfieldensis,F397,G65378,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora chesterfieldensis,F107,G65377,40,"Lagoon Reef, Great Barrier Reef",,
Acropora chesterfieldensis,DC3515,G69927,40,"Yonge Reef, Great Barrier Reef",,
Acropora chesterfieldensis,CS53,G64777,33,"Holmes Reef, Coral Sea",,
Acropora chesterfieldensis,DC3053,G69907,10,"Tijou Reef, Great Barrier Reef",,
Acropora clathrata,DC3523,G69930,40,"Yonge Reef, Great Barrier Reef",,
Acropora cythera,DC3516,G69928,38,"Yonge Reef, Great Barrier Reef",,
Acropora donei,FN185,G65117,45,"Ribbon Reef 5, Great Barrier Reef",,
Acropora cf. donei,DC943,G69830,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora cf. donei,DC1029,G69838,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora cf. donei,DC072,G69768,40,"E. Holmes Reef, Coral Sea",,
Acropora cf. donei,DC3499,G69920,40,"Day Reef, Great Barrier Reef",,
Acropora cf. donei,DC3502,G69921,32,"Day Reef, Great Barrier Reef",,
Acropora echinata,DC1601,G69862,35,"Osprey Reef, Coral Sea",,
Acropora echinata,DC2074,G69880,60,"Osprey Reef, Coral Sea",,
Acropora echinata,F35,G65401,40,"Mantis Reef, Great Barrier Reef",,
Acropora echinata,AG61,G69764,40,"Osprey Reef, Coral Sea",,
Acropora echinata,146,G66048,40,"Tydeman Reef, Great Barrier Reef",,
Acropora echinata,DC61,G69767,40,"E. Holmes Reef, Coral Sea",,
Acropora echinata,DC073,G69769,40,"E. Holmes Reef, Coral Sea",,
Acropora echinata,DC2497,G69893,40,"Great Detached Reef, Great Barrier Reef",,
Acropora echinata,AG39,G69756,40,"Bouganville Reef, Great Barrier Reef",,
Acropora echinata,DC2424,G69891,35,"Osprey Reef, Coral Sea",,
Acropora echinata,DC704,G69814,10,"Flinders Reef, Great Barrier Reef",,
Acropora echinata,DC2296,RP,40,"Osprey Reef, Coral Sea",,
Acropora elegans,402,G65744,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora elseyi,FN116,G65118,34,"Tydeman Reef, Great Barrier Reef",,
Acropora florida,DC363,G67401,40,"E. Holmes Reef, Coral Sea",,
Acropora granulosa,CS14,G64783,50,"W. Holmes Reef, Coral Sea",,
Acropora granulosa,FN20,G65162,46,"Mantis Reef, Great Barrier Reef",,
Acropora granulosa,FN141,G65168,44,"Tydeman Reef, Great Barrier Reef",,
Acropora granulosa,F401,G65390,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora granulosa,F354,G65413,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora granulosa,F375,G65414,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora granulosa,F377,G65415,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora granulosa,F378,G65416,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora granulosa,F379,G65417,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora granulosa,F381,G65418,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora granulosa,F386,G65419,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora granulosa,F399,G65420,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora granulosa,F398,G65421,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora granulosa,F410,G65422,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora granulosa,PNG928,G65627,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora granulosa,376,G66053,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora granulosa,380,G66054,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora granulosa,DC825,G69821,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora granulosa,DC827,G69822,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora granulosa,DC935,G69824,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora granulosa,DC983,G69835,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora granulosa,DC984,G69836,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora granulosa,DC1030,G69839,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora granulosa,F34,G65379,40,"Mantis Reef, Great Barrier Reef",,
Acropora granulosa,F75,G65380,40,"Mantis Reef, Great Barrier Reef",,
Acropora granulosa,F77,G65403,40,"Mantis Reef, Great Barrier Reef",,
Acropora granulosa,F337,G65411,40,"Mantis Reef, Great Barrier Reef",,
Acropora granulosa,F47,G65617,40,"Mantis Reef, Great Barrier Reef",,
Acropora granulosa,F32,G65618,40,"Mantis Reef, Great Barrier Reef",,
Acropora granulosa,AG47,G69759,40,"Osprey Reef, Coral Sea",,
Acropora granulosa,AG51,G69760,40,"Osprey Reef, Coral Sea",,
Acropora granulosa,AG54,G69761,40,"Osprey Reef, Coral Sea",,
Acropora granulosa,AG60,G69763,40,"Osprey Reef, Coral Sea",,
Acropora granulosa,DC1313,G69848,40,"Osprey Reef, Coral Sea",,
Acropora granulosa,DC1315,G69850,40,"Osprey Reef, Coral Sea",,
Acropora granulosa,DC1502,G69858,40,"Osprey Reef, Coral Sea",,
Acropora granulosa,DC1566,G69860,40,"Osprey Reef, Coral Sea",,
Acropora granulosa,DC1567,G69861,40,"Osprey Reef, Coral Sea",,
Acropora granulosa,DC1895,G69871,40,"Osprey Reef, Coral Sea",,
Acropora granulosa,DC1993,G69877,40,"Osprey Reef, Coral Sea",,
Acropora granulosa,DC2403,G69889,40,"Osprey Reef, Coral Sea",,
Acropora granulosa,FN117,G65155,40,"Tydeman Reef, Great Barrier Reef",,
Acropora granulosa,FB94,G65161,40,"Tydeman Reef, Great Barrier Reef",,
Acropora granulosa,FN110,G65165,40,"Tydeman Reef, Great Barrier Reef",,
Acropora granulosa,FN112,G65166,40,"Tydeman Reef, Great Barrier Reef",,
Acropora granulosa,FN109,G65169,40,"Tydeman Reef, Great Barrier Reef",,
Acropora granulosa,F175,G65383,40,"Tydeman Reef, Great Barrier Reef",,
Acropora granulosa,F213,G65384,40,"Tydeman Reef, Great Barrier Reef",,
Acropora granulosa,F249,G65385,40,"Tydeman Reef, Great Barrier Reef",,
Acropora granulosa,F172,G65405,40,"Tydeman Reef, Great Barrier Reef",,
Acropora granulosa,F173,G65406,40,"Tydeman Reef, Great Barrier Reef",,
Acropora granulosa,F174,G65407,40,"Tydeman Reef, Great Barrier Reef",,
Acropora granulosa,F199,G65408,40,"Tydeman Reef, Great Barrier Reef",,
Acropora granulosa,F250,G65409,40,"Tydeman Reef, Great Barrier Reef",,
Acropora granulosa,F181,G65410,40,"Tydeman Reef, Great Barrier Reef",,
Acropora granulosa,171,G66049,40,"Tydeman Reef, Great Barrier Reef",,
Acropora granulosa,DC001,G69766,40,"E. Holmes Reef, Coral Sea",,
Acropora granulosa,DC234,G69776,40,"E. Holmes Reef, Coral Sea",,
Acropora granulosa,DC293,G69780,40,"E. Holmes Reef, Coral Sea",,
Acropora granulosa,DC295,G69781,40,"E. Holmes Reef, Coral Sea",,
Acropora granulosa,DC296,G69782,40,"E. Holmes Reef, Coral Sea",,
Acropora granulosa,DC297,G69783,40,"E. Holmes Reef, Coral Sea",,
Acropora granulosa,DC353,G69784,40,"E. Holmes Reef, Coral Sea",,
Acropora granulosa,DC355,G69786,40,"E. Holmes Reef, Coral Sea",,
Acropora granulosa,DC356,G69787,40,"E. Holmes Reef, Coral Sea",,
Acropora granulosa,DC361,G69791,40,"E. Holmes Reef, Coral Sea",,
Acropora granulosa,DC383?,G69941,40,"E. Holmes Reef, Coral Sea",,
Acropora granulosa,FN78,G65173,40,"Lagoon Reef, Great Barrier Reef",,
Acropora granulosa,F85,G65381,40,"Lagoon Reef, Great Barrier Reef",,
Acropora granulosa,F108,G65382,40,"Lagoon Reef, Great Barrier Reef",,
Acropora granulosa,F106,G65404,40,"Lagoon Reef, Great Barrier Reef",,
Acropora granulosa,DC501,G69801,40,"Flinders Reef, Great Barrier Reef",,
Acropora granulosa,DC616,G69808,40,"Flinders Reef, Great Barrier Reef",,
Acropora granulosa,DC622,G69809,40,"Flinders Reef, Great Barrier Reef",,
Acropora granulosa,DC 624,G66040,40,"Flinders Reef, Great Barrier Reef",,
Acropora granulosa,DC3531,G69933,40,"Yonge Reef, Great Barrier Reef",,
Acropora granulosa,DC3532,G69934,40,"Yonge Reef, Great Barrier Reef",,
Acropora granulosa,F317,G65386,40,"Yonge Reef, Great Barrier Reef",,
Acropora granulosa,F319,G65387,40,"Yonge Reef, Great Barrier Reef",,
Acropora granulosa,F331,G65388,40,"Yonge Reef, Great Barrier Reef",,
Acropora granulosa,F344,G65389,40,"Yonge Reef, Great Barrier Reef",,
Acropora granulosa,F343,G65412,40,"Yonge Reef, Great Barrier Reef",,
Acropora granulosa,316,G66050,40,"Yonge Reef, Great Barrier Reef",,
Acropora granulosa,320,G66051,40,"Yonge Reef, Great Barrier Reef",,
Acropora granulosa,345,G66052,40,"Yonge Reef, Great Barrier Reef",,
Acropora granulosa,DC2586,G69895,40,"Great Detached Reef, Great Barrier Reef",,
Acropora granulosa,AG25,G69753,40,"Bouganville Reef, Great Barrier Reef",,
Acropora granulosa,AG29,G69755,40,"Bouganville Reef, Great Barrier Reef",,
Acropora granulosa,DC3508,G69924,40,"Day Reef, Great Barrier Reef",,
Acropora granulosa,DC2259,G69882,38,"Osprey Reef, Coral Sea",,
Acropora granulosa,CS91,G64774,38,"Ribbon Reef 5, Great Barrier Reef",,
Acropora granulosa,TAGC,GTAGC,34,"Osprey Reef, Coral Sea",,
Acropora granulosa ,DC0354,G69785,40,"E. Holmes Reef, Coral Sea",,
Acropora granulosa ,DC360,G69789,40,"E. Holmes Reef, Coral Sea",,
Acropora granulosa ,DC0361,G69790,40,"E. Holmes Reef, Coral Sea",,
Acropora granulosa ,DC362,G69792,40,"E. Holmes Reef, Coral Sea",,
Acropora cf. granulosa,DC3259,G69908,72,"Yonge Reef, Great Barrier Reef",,
Acropora cf. granulosa,FN90,G65143,40,"Tydeman Reef, Great Barrier Reef",,
Acropora cf. granulosa,F207,G65502,40,"Tydeman Reef, Great Barrier Reef",,
Acropora cf. granulosa,F140,G65501,40,"Lagoon Reef, Great Barrier Reef",,
Acropora cf. granulosa,341,G65619,40,"Yonge Reef, Great Barrier Reef",,
Acropora horrida,FN68,GFN68,35,"Mantis Reef, Great Barrier Reef",,
Acropora kimbeensis,DC1823,G67402,40,"Osprey Reef, Coral Sea",,
Acropora kimbeensis,DC2094,G67403,40,"Osprey Reef, Coral Sea",,
Acropora cf. kimbeensis,322,G65620,40,"Yonge Reef, Great Barrier Reef",,
Acropora latistella,DC2286,G69886,40,"Osprey Reef, Coral Sea",,
Acropora latistella,CS85,G64784,38,"Osprey Reef, Coral Sea",,
Acropora cf. lokani,AG59,G69762,40,"Osprey Reef, Coral Sea",,
Acropora cf. lokani,DC2287,G69887,40,"Osprey Reef, Coral Sea",,
Acropora loripes,DC938,G69825,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora loripes,DC939,G69826,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora loripes,DC940,G69827,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora loripes,DC941,G69828,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora loripes,DC942,G69829,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora loripes,DC980,G69834,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora loripes,DC1314,G69849,40,"Osprey Reef, Coral Sea",,
Acropora loripes,DC1825,G69869,40,"Osprey Reef, Coral Sea",,
Acropora loripes,DC1998,G69878,40,"Osprey Reef, Coral Sea",,
Acropora loripes,DC077,G69770,40,"E. Holmes Reef, Coral Sea",,
Acropora loripes,DC3522,G69929,40,"Yonge Reef, Great Barrier Reef",,
Acropora loripes,,G63810,38,"Osprey Reef, Coral Sea",,
Acropora loripes,CS99,G64781,38,"Ribbon Reef 5, Great Barrier Reef",,
Acropora loripes,DC2357,G69888,10,"Osprey Reef, Coral Sea",,
Acropora lovelli,CS41,G64589,30,"E. Holmes Reef, Coral Sea",,
Acropora microclados,CS54,G63814,33,"E. Holmes Reef, Coral Sea",,
Acropora paniculata,CS56,G64785,42,"Holmes Reef, Coral Sea",,
Acropora paniculata,DC1028,G69837,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora paniculata,DC1032,G69841,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora paniculata,DC1999,G69879,40,"Osprey Reef, Coral Sea",,
Acropora paniculata,49,G64801,40,"Holmes Reef, Coral Sea",,
Acropora paniculata,DC505,G69802,40,"Flinders Reef, Great Barrier Reef",,
Acropora paniculata,DC700,G69812,40,"Flinders Reef, Great Barrier Reef",,
Acropora paniculata,19,G63826,40,"W. Holmes Reef, Coral Sea",,
Acropora paniculata,DC3464,G69916,40,"Great Detached Reef, Great Barrier Reef",,
Acropora paniculata,DC3510,G69925,40,"Day Reef, Great Barrier Reef",,
Acropora paniculata,DC2260,G69883,38,"Osprey Reef, Coral Sea",,
Acropora paniculata,CS98,G63786,38,"Osprey Reef, Coral Sea",,
Acropora paniculata,DC545,G69805,10,"Flinders Reef, Great Barrier Reef",,
Acropora paniculata,DC547,G69806,10,"Flinders Reef, Great Barrier Reef",,
Acropora paniculata,DC592,G69807,10,"Flinders Reef, Great Barrier Reef",,
Acropora paniculata,DC679,G69810,10,"Flinders Reef, Great Barrier Reef",,
Acropora paniculata,DC687,G69811,10,"Flinders Reef, Great Barrier Reef",,
Acropora cf. paniculata,DC1347,G69857,40,"Osprey Reef, Coral Sea",,
Acropora cf. paniculata,DC227,G69773,40,"E. Holmes Reef, Coral Sea",,
Acropora cf. paniculata,DC703,G69813,10,"Flinders Reef, Great Barrier Reef",,
Acropora pichoni,DC3458,G67397,40,"Great Detached Reef, Great Barrier Reef",,
Acropora secale,CS41,GCS41,35,"Holmes Reef, Coral Sea",,
Acropora selago,DC 559,G66047,40,"Flinders Reef, Great Barrier Reef",,
Acropora solitaryensis,DC080,G69771,40,"E. Holmes Reef, Coral Sea",,
Acropora solitaryensis,CS78,G63801,40,"Flora Reef, Coral Sea",,
Acropora sp.,FN111,G65613,41,"Tydeman Reef, Great Barrier Reef",,
Acropora sp.,DC944,G69831,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora sp.,DC976,G69833,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora sp.,DC1033,G69842,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora sp.,DC1270,G69846,40,"Osprey Reef, Coral Sea",,
Acropora sp.,AG43,G69758,40,"Bouganville Reef, Great Barrier Reef",,
Acropora sp.,DC832,G69823,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora sp.,DC775,G69816,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora sp.,110,G65614,40,"Lagoon Reef, Great Barrier Reef",,
Acropora sp.,50,G64790,40,"Holmes Reef, Coral Sea",,
Acropora sp.,318,G65615,40,"Yonge Reef, Great Barrier Reef",,
Acropora sp.,342,G65616,40,"Yonge Reef, Great Barrier Reef",,
Acropora sp.,CS90,G64786,38,"Ribbon Reef 5, Great Barrier Reef",,
Acropora sp. nov. 1,DC2890,G69905,40,"Tijou Reef, Great Barrier Reef",,
Acropora sp. nov. 1,DC2945,G69906,40,"Tijou Reef, Great Barrier Reef",,
Acropora sp. nov. 1,DC3481,G69918,40,"Tijou Reef, Great Barrier Reef",,
Acropora sp. nov. 1,DC800,G69818,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora sp. nov. 1,DC818,G69819,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora sp. nov. 1,DC1035,G69843,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora sp. nov. 1,DC1036,G69844,40,"Myrmidon Reef, Great Barrier Reef",,
Acropora sp. nov. 1,DC490,G69796,40,"Flinders Reef, Great Barrier Reef",,
Acropora sp. nov. 1,DC2585,G69894,40,"Great Detached Reef, Great Barrier Reef",,
Acropora sp. nov. 1,DC2677,G69898,40,"Great Detached Reef, Great Barrier Reef",,
Acropora sp. nov. 1,DC2678,G69899,40,"Great Detached Reef, Great Barrier Reef",,
Acropora sp. nov. 1,DC2679,G69900,40,"Great Detached Reef, Great Barrier Reef",,
Acropora sp. nov. 1,DC2680,G69901,40,"Great Detached Reef, Great Barrier Reef",,
Acropora sp. nov. 1,DC2681,G69902,40,"Great Detached Reef, Great Barrier Reef",,
Acropora sp. nov. 1,DC2682,G69903,40,"Great Detached Reef, Great Barrier Reef",,
Acropora sp. nov. 1,DC2683,G69904,40,"Great Detached Reef, Great Barrier Reef",,
Acropora sp. nov. 1,DC3453,G69911,40,"Great Detached Reef, Great Barrier Reef",,
Acropora sp. nov. 1,DC3459,G69913,40,"Great Detached Reef, Great Barrier Reef",,
Acropora sp. nov. 2,DC1346,G69855,40,"Osprey Reef, Coral Sea",,
Acropora sp. nov. 2,DC1930,G69873,40,"Osprey Reef, Coral Sea",,
Acropora sp. nov. 2,DC232,G69774,40,"E. Holmes Reef, Coral Sea",,
Acropora sp. nov. 2,DC233,G69775,40,"E. Holmes Reef, Coral Sea",,
Acropora sp. nov. 2,DC235,G69777,40,"E. Holmes Reef, Coral Sea",,
Acropora sp. nov. 2,DC414,G69793,40,"Flinders Reef, Great Barrier Reef",,
Acropora sp. nov. 2,DC489,G69795,40,"Flinders Reef, Great Barrier Reef",,
Acropora sp. nov. 2,DC491,G69797,40,"Flinders Reef, Great Barrier Reef",,
Acropora sp. nov. 2,DC498,G69799,40,"Flinders Reef, Great Barrier Reef",,
Acropora speciosa,DC764,G69815,60,"Myrmidon Reef, Great Barrier Reef",,
Acropora speciosa,DC1968,G69875,60,"Osprey Reef, Coral Sea",,
Acropora speciosa,DC7516,G69938,60,"Osprey Reef, Coral Sea",,
Acropora speciosa,DC7517,G69939,60,"Osprey Reef, Coral Sea",,
Acropora speciosa,DC7520,G69940,60,"Osprey Reef, Coral Sea",,
Acropora speciosa,FN115,G65142,44,"Tydeman Reef, Great Barrier Reef",,
Acropora speciosa,FN183,G65139,42,"Ribbon Reef 5, Great Barrier Reef",,
Acropora speciosa,FN161,G65144,41,"Ribbon Reef 5, Great Barrier Reef",,
Acropora speciosa,F353,G65399,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora speciosa,F373,G65400,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora speciosa,F386,G65504,40,"Ribbon Reef 5, Great Barrier Reef",,
Acropora speciosa,DC3495,G69919,40,"Tijou Reef, Great Barrier Reef",,
Acropora speciosa,F74,G65372,40,"Mantis Reef, Great Barrier Reef",,
Acropora speciosa,AG62,G69765,40,"Osprey Reef, Coral Sea",,
Acropora speciosa,DC1316,G69851,40,"Osprey Reef, Coral Sea",,
Acropora speciosa,DC1317,G69852,40,"Osprey Reef, Coral Sea",,
Acropora speciosa,DC1343,G69854,40,"Osprey Reef, Coral Sea",,
Acropora speciosa,DC1565,G69859,40,"Osprey Reef, Coral Sea",,
Acropora speciosa,DC1703,G69864,40,"Osprey Reef, Coral Sea",,
Acropora speciosa,DC1775,G69867,40,"Osprey Reef, Coral Sea",,
Acropora speciosa,DC1896,G69872,40,"Osprey Reef, Coral Sea",,
Acropora speciosa,FN99,G65140,40,"Tydeman Reef, Great Barrier Reef",,
Acropora speciosa,FN95,G65141,40,"Tydeman Reef, Great Barrier Reef",,
Acropora speciosa,FN96,G65145,40,"Tydeman Reef, Great Barrier Reef",,
Acropora speciosa,FN92,G65170,40,"Tydeman Reef, Great Barrier Reef",,
Acropora speciosa,F251,G65398,40,"Tydeman Reef, Great Barrier Reef",,
Acropora speciosa,FN97,G65499,40,"Tydeman Reef, Great Barrier Reef",,
Acropora speciosa,DC224,G69772,40,"E. Holmes Reef, Coral Sea",,
Acropora speciosa,DC246,G69778,40,"E. Holmes Reef, Coral Sea",,
Acropora speciosa,FN79,G65138,40,"Lagoon Reef, Great Barrier Reef",,
Acropora speciosa,F126,G65373,40,"Lagoon Reef, Great Barrier Reef",,
Acropora speciosa,F139,G65374,40,"Lagoon Reef, Great Barrier Reef",,
Acropora speciosa,F128,G65396,40,"Lagoon Reef, Great Barrier Reef",,
Acropora speciosa,F141,G65397,40,"Lagoon Reef, Great Barrier Reef",,
Acropora speciosa,F137,G65500,40,"Lagoon Reef, Great Barrier Reef",,
Acropora speciosa,DC3528,G69931,40,"Yonge Reef, Great Barrier Reef",,
Acropora speciosa,DC3462,G69914,40,"Great Detached Reef, Great Barrier Reef",,
Acropora speciosa,DC3463,G69915,40,"Great Detached Reef, Great Barrier Reef",,
